;document_no;cominant_topic;topic_perc_contrib;keywords;tokens
2837;2837;3;0.3204;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['bataillon', 'tchernigov', 'autre', 'bataillon', 'livra', 'crimesdeguerre', 'exaction', 'contre', 'population', 'civil', 'donbass', 'cote', 'terrible', 'bataillon', 'tornado', 'bataillon', 'constitue', 'banderistes', 'concrits', 'peres', 'famille']
2838;2838;0;0.3987;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['carte', 'situation', 'militaire', 'juin', 'soir', 'donbass']
2839;2839;3;0.3203;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['vient', 'parler', 'antisemitisme', 'apres', 'avoir', 'serre', 'paluche', 'corbyn', 'vient', 'parler', 'colonisation', 'crime', 'apres', 'avoir', 'voter', 'faveur', 'aide', 'legitimite', 'coherence', 'lafrancheimposture', 'personne', 'dupe']
2840;2840;0;0.3003;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['si', 'comme', 'tant', 'autres', 'rt', 'encourager', 'bhl', 'faire', 'preuve', 'coherence', 'allant', 'battre', 'contre', 'paye', 'billet', 'kiev', 'veut']
2841;2841;3;0.2923;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['bataille', 'rail', 'belarus', 'plusieurs', 'activiste', 'sciemment', 'paralyse', 'trafic', 'ferroviaire', 'direction', 'stopper', 'troupe', 'russe', 'risquent', 'desormais', 'peine', 'mort', 'faut', 'encore', 'prouver', 'belarusses', 'agresseur']
2842;2842;0;0.2482;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['mercredi', 'canard', 'appli', 'kiosque', 'totalenergies', 'penurie', 'dessin', 'mougey']
2843;2843;0;0.2958;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['sommaire', 'semaine', 'franctireurmag', 'etatsunis', 'ivg', 'enquete', 'viol', 'economie', 'histoire', 'culture', 'plus', 'encore', 'lire', 'franctireur', 'numero', 'kiosque']
2844;2844;0;0.3064;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['jacques', 'baud', 'probleme', 'prendre', 'territoire', 'neutraliser', 'menace', 'militaire', 'donbass']
2845;2845;3;0.3654;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['nouvelle', 'interception', 'communication', 'entre', 'soldat', 'ru', 'famille', 'officier', 'feraient', 'payer', 'promettant', 'mettre', 'abri', 'soldat', 'corruption', 'armee', 'nouvelle']
2846;2846;3;0.305;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['porte', 'chaque', 'jour', 'coeur', 'chere', 'tourmentee', 'continue', 'etre', 'meurtrie', 'attaque', 'barbare', 'prionsensemble', 'seigneur', 'ouvre', 'voie', 'dialogue', 'homme', 'veulent', 'peuvent', 'trouver']
2847;2847;4;0.6352;soutien, faut, situation, centre, sanction, krementchouk, moldavie, bombardement, crise, toutes;['point', 'situation', 'retrouvez', 'toutes', 'information', 'mieux', 'comprendre', 'enjeu', 'crise', 'notredefense', 'seblecornu', 'gouvernementfr', 'etatmajorfr', 'francediplo', 'armeedeterre', 'armee', 'lair', 'marinenationale']
2848;2848;0;0.2777;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['hpujadas', 'change', 'quoi', 'tir', 'missile', 'visait', 'centrecommercal', 'krementchouk', 'bien', 'ete', 'lance', 'donc', 'poutine', 'tue', 'millier', 'gens', 'toute', 'volontairement', 'fait', 'expres']
2849;2849;0;0.3427;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['krementchouk', 'quelle', 'usine', 'quelle', 'localisation', 'quelles', 'arme', 'quel', 'deroulement', 'sinistre', 'merci', 'donner', 'preuve']
2850;2850;3;0.3131;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['manifestation', 'pari', 'anarchiste', 'clown', 'zelenskywarcriminal', 'arme', 'cia', 'sorti', 'chequier', 'mettre', 'racaille', 'cnt', 'service']
2851;2851;2;0.3283;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['macron', 'ue', 'ad', 'nauseam', 'si', 'service', 'public', 'sert', 'quoi', 'bon', 'soutenir', 'mouvement', 'greve', 'mise', 'scene', 'macron', 'faux', 'sou', 'couvert', 'documentaire', 'inedits', 'foin', 'amuser', 'anes', 'macron', 'france']
2852;2852;3;0.553;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['destin', 'caesar', 'service', 'entite', 'kiev', 'systemes', 'artillerie', 'automoteur', 'millimètre', 'caesar', 'ete', 'transferes', 'force', 'brig', 'artillerie', 'unites', 'ete', 'detruites', 'frappe', 'ruaf', 'ver', 'kurakhovo', 'kilomètre', 'donetsk']
2853;2853;0;0.4247;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['joe', 'biden', 'annonce', 'renforcement', 'presence', 'militaire', 'americaine', 'europe']
2854;2854;2;0.3097;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['liberte', 'stop', 'agression', 'meurtriere', 'poutine', 'stoprussia', 'stopputin', 'stopputinnow', 'krementchouk', 'slavaukraini', 'ukrainestand']
2855;2855;3;0.4357;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['recupere', 'deux', 'canon', 'automoteur', 'francais', 'caesar', 'revendus']
2856;2856;3;0.279;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['militaire', 'capture', 'russe', 'dont', 'defenseurs', 'azovstal', 'retour']
2857;2857;3;0.379;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['kherson', 'desukrainisation', 'avance', 'rouleau', 'compresseur', 'ecrit', 'nouveau', 'long', 'format', 'monde', 'consacre', 'situation', 'grand', 'ville', 'sud', 'sou', 'controle', 'moscou', 'depuis', 'quatre', 'moi', 'via', 'lemondefr']
2858;2858;0;0.2704;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['malgre', 'france', 'parvenu', 'derouler', 'entierete', 'agenda', 'prevu', 'fin', 'atteint', 'objectif', 'ouvrant', 'candidature', 'adhesion', 'moldavie', 'ue', 'aussi', 'engage', 'reflexion', 'avenir']
2859;2859;0;0.2228;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['fond', 'france', 'penalisee', 'parc', 'nucleaire', 'difficulte', 'envisage', 'relancer', 'centrale', 'charbon', 'saint', 'avold', 'moselle', 'guillaume', 'gui', 'signe', 'plusieurs', 'decennies', 'errement', 'matiere', 'politique', 'energetique']
2860;2860;1;0.2853;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['zelensky', 'met', 'fin', 'relation', 'diplomatiques', 'syrie', 'guerreenukraine']
2861;2861;3;0.4073;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['bonjour', 'petit', 'fille', 'ukrainian', 'mykolaiv', 'ete', 'blessee', 'pendant', 'bombardement', 'armee', 'russian', 'alors', 'soignant', 'prends', 'soin', 'blessure', 'gosse', 'chante', 'hymne', 'national', 'resilience', 'bonne', 'journee', 'tous']
2862;2862;3;0.3228;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['nouvelle', 'journee', 'effort', 'bombardement', 'avance', 'tactique', 'cote', 'effort', 'ru', 'sud', 'lysychansk', 'continue', 'prise', 'position', 'strategique', 'raffinerie', 'rend', 'zone', 'indefendable', 'ukr', 'vont', 'progressivement', 'devoir', 'replier']
2863;2863;3;0.3139;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['enfin', 'videos', 'plainte', 'combattant', 'contre', 'commandement', 'continuent', 'sortir', 'ici', 'bataillon', 'regiment', 'fusilier', 'armee', 'ru', 'plaint', 'poutine', 'absence', 'paiement', 'solde', 'amp', 'mauvais', 'prise', 'charge', 'blesses']
2864;2864;3;0.4315;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['activite', 'resistance', 'ukr', 'zone', 'occupee', 'armee', 'ru', 'augmente', 'aussi', 'attaque', 'meme', 'soutien', 'invasion', 'criminelle', 'decidee', 'poutine', 'ex', 'nizhny', 'novgorod']
2865;2865;0;0.3915;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['defaite', 'geopolitique', 'poutine', 'encore', 'illustree', 'hier', 'expulsion', 'historique', 'diplomate', 'ordonnee', 'bulgarie', 'alliee', 'traditionnelle', 'dont', 'attractivite', 'decroit', 'partout', 'face', 'unite', 'europe', 'sauf', 'extreme', 'droite', 'occidental']
2866;2866;3;0.4902;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['depuis', 'plusieurs', 'jour', 'armee', 'ru', 'lance', 'missile', 'ville', 'ici', 'mykolaiv', 'kh', 'charge', 'explosive', 'percute', 'immeuble', 'habitation', 'dormaient', 'civil', 'parmi', 'mort', 'eve', 'jeune', 'fille', 'an', 'tuee', 'lit']
2867;2867;0;0.2612;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['dijon', 'bien', 'france', 'si', 'abuse', 'bien', 'retrouve', 'moutarde', 'suisse', 'speculations', 'produit', 'lamacronie', 'dit', 'cause']
2868;2868;1;0.3383;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['mission', 'surveillance', 'droit', 'homme', 'nation', 'unies', 'documente', 'confirme', 'rapport', 'executions', 'extrajudiciaires', 'massacre', 'civil', 'plus', 'localites', 'regions', 'kiev', 'tchernihiv', 'kharkiv', 'sumy']
2869;2869;2;0.3066;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['madrid', 'otan', 'acte', 'occupation', 'europe', 'grace', 'conflit', 'monde', 'atlantiste', 'meme', 'prepare', 'entretient', 'amour', 'depuis', 'comprend', 'mieux', 'pourquoi', 'macron', 'declare', 'doit', 'gagner', 'sinon', 'fin', 'monde']
2870;2870;3;0.358;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['amp', 'peine', 'mort', 'urgence', 'cedh', 'enjoint', 'empecher', 'execution', 'deux', 'soldat', 'britannique', 'membre', 'armee', 'ukrainien', 'ete', 'fait', 'prisonnier', 'mariupol', 'amp', 'condamnes', 'mort', 'autoproclamee', 'republique', 'populaire', 'donetsk']
2871;2871;3;0.3132;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['direct', 'invasion', 'rompt', 'relation', 'diplomatiques', 'syrie']
2872;2872;1;0.2855;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['plus', 'difficile', 'co', 'gerer', 'dissuasion', 'nucleaire', 'france', 'parvenir', 'faut', 'abord', 'batir', 'diplomatie', 'unifiee', 'ue', 'detriment', 'celle', 'france', 'plein', 'conflit', 'macron', 'supprime', 'corps', 'diplomatique']
2873;2873;0;0.2885;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['avoir', 'plus', 'grand', 'armee', 'europe', 'grace', 'budget', 'defense', 'colossal', 'allemagne', 'peut', 'permettre', 'domination', 'economique', 'ue', 'pretexte', 'annoncer', 'budget', 'milliard', 'avant', 'merkel', 'initie', 'processus']
2874;2874;3;0.3907;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['annonce', 'officiellement', 'retrait', 'ile', 'serpent', 'position', 'etant', 'intenable', 'sans', 'domination', 'maritime', 'zone', 'peut', 'remercier', 'tb', 'missile', 'himars', 'bonne', 'nouvelle', 'debloquer', 'exportation', 'depuis', 'odessa']
2875;2875;2;0.282;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['fredericbort', 'alors', 'confrontes', 'contexte', 'crise', 'forte', 'augmentation', 'inflation', 'faudrait', 'preparer', 'regard', 'lucide', 'avenir', 'grace', 'moins', 'suiviste', 'base', 'intelligence', 'situation']
2876;2876;0;0.3133;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['mouvement', 'sismique', 'kaliningrad', 'double', 'jeu', 'erdogan', 'chaudiere', 'mer', 'noire', 'candidature', 'ue', 'va', 'guerrisme', 'otan', 'face', 'ennemi', 'sommet', 'madrid', 'tous', 'ingredients', 'clash', 'global']
2877;2877;3;0.3007;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['bon', 'dos', 'michel', 'edouard', 'leclerc', 'denonce', 'inflation', 'suspect', 'reclame', 'commission', 'enquete']
2878;2878;3;0.3162;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['remercie', 'ambassadeur', 'omelko', 'vadyn', 'entretien', 'accorde', 'agriculture', 'priorite', 'organiser', 'stockage', 'moisson', 'imminentes', 'amp', 'identifier', 'besoin', 'reconstruction', 'famine', 'annoncees', 'dictent', 'decisions', 'responsable']
2879;2879;0;0.304;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['pourtant', 'faute', 'avoir', 'averti', 'niveau', 'corruption', 'stratospherique', 'fait', 'arme', 'fournies', 'kiev', 'finissent', 'souvent', 'revendues', 'france', 'donne', 'canon', 'automoteur', 'caesar', 'sans', 'aucune', 'mesure', 'surveillance']
2880;2880;0;0.3987;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['carte', 'situation', 'militaire', 'juin', 'soir', 'donbass']
2881;2881;0;0.2746;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['news', 'matin', 'usa', 'week', 'end', 'juillet', 'million', 'americains', 'vol', 'annules', 'retardes', 'manque', 'pilote', 'million', 'passager', 'prevus', 'rien']
2882;2882;2;0.3259;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['reglementation', 'grand', 'plateforme', 'numerique', 'europe', 'souverainne', 'regles', 'ambitieux', 'transition', 'europeenne', 'ecologique', 'soutien', 'sanction', 'prise', 'encontre', 'europe', 'solidaire']
2883;2883;3;0.3049;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['oui', 'bon', 'dos', 'comme', 'passage', 'euro', 'tous', 'profite', 'gonfler', 'leurs', 'prix', 'leclerc', 'inflation', 'inflation']
2884;2884;3;0.4067;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['force', 'russe', 'evacuent', 'ile', 'serpent', 'ua', 'apres', 'lourd', 'bombardement', 'ukrainien', 'ile', 'face', 'delta', 'danube', 'entre', 'roumanie', 'strategique', 'situee', 'mi', 'chemin', 'entre', 'odessa', 'constanta', 'port', 'roumain', 'base', 'otan']
2885;2885;2;0.3982;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['doit', 'remporter', 'emmanuel', 'macron', 'dit', 'securite', 'europe', 'entiere', 'trouverait', 'directement', 'menacee']
2886;2886;0;0.2489;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['bon', 'dos', 'non', 'allo', 'quoi', 'leclerc', 'mel', 'engrais', 'energie', 'alimentation', 'animale', 'emballage', 'aluminium', 'transport', 'carburant', 'chiffre', 'parlent', 'vrai', 'arretez', 'nier', 'realites', 'respectez', 'loi', 'egalim', 'plateau', 'tv', 'chiffre', 'faux']
2887;2887;3;0.2789;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['macron', 'brade', 'centralesaintavold', 'oligarque', 'tcheque', 'kretinsky', 'maintenant', 'assure', 'chiffre', 'affaire', 'reouverture', 'centrale', 'cause', 'meurt', 'patrie', 'meurt', 'industriel', 'anatolefrance']
2888;2888;3;0.279;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['communique', 'france', 'mobilisee', 'soutenir', 'droit', 'avortement', 'femme', 'ukrainien', 'deplacees', 'lire', 'communique']
2889;2889;0;0.3781;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['enterrement', 'ancien', 'ss', 'ukrainien', 'janvier', 'nostalgique', 'accompagnent', 'uniforme', 'ss', 'ancien', 'ss', 'nazi', 'aussi', 'ici', 'pleurer', 'bon', 'camarade', 'genre', 'ceremonies', 'multipliee']
2890;2890;3;0.2738;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['michel', 'edouard', 'leclerc', 'denonce', 'opacite', 'autour', 'origine', 'inflation', 'considerant', 'bon', 'dos', 'demande', 'commission', 'enquete', 'parlementaire']
2891;2891;3;0.3491;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['flash', 'enfant', 'an', 'mort', 'nice', 'apres', 'avoir', 'ete', 'percute', 'trottinette', 'venait', 'famille', 'conducteur', 'trotinette', 'roule', 'trop', 'vite', 'garde', 'vue', 'france', 'bleu', 'drame']
2892;2892;0;0.364;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['infection', 'tumeur', 'cancereuse', 'purification', 'sorry', 'discours', 'mediatique', 'radio', 'mille', 'colline', 'ni', 'plus', 'ni', 'moins']
2893;2893;0;0.2825;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['enmemetemps', 'euro', 'plus', 'modestes', 'quel', 'droit', 'macron', 'permet', 'decider', 'seul', 'arroser', 'argent', 'contribuable', 'alors', 'economie', 'pays', 'difficulte']
2894;2894;0;0.4578;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['slovaquie', 'impressionnant', 'convoi', 'militaire', 'moins', 'vehicules', 'blinde', 'francais', 'vab', 'pourraient', 'etre', 'livre', 'contre']
2895;2895;3;0.35;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['pologne', 'termine', 'construction', 'mur', 'acier', 'frontiere', 'bielorussie', 'construit', 'empecher', 'migrant', 'moyen', 'orient', 'penetrer', 'pologne', 'prend', 'signification', 'supplementaire', 'depuis', 'invasion']
2896;2896;0;0.3428;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ntretien', 'jaap', 'hoop', 'scheffer', 'ancien', 'secretaire', 'general', 'otan', 'faut', 'bloquer', 'expulser', 'poutine', 'partout', 'cela', 'possible']
2897;2897;0;0.3004;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['conseille', 'si', 'souhaitez', 'bien', 'regarder', 'emacron', 'france', 'tv', 'agit', 'documentaire', 'revelant', 'toutes', 'coulisse', 'tractation', 'avant', 'part', 'juste', 'fabuleux', 'poutine', 'macron', 'leuropeetlaguerre']
2898;2898;0;0.3132;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['si', 'etes', 'chez', 'allumez', 'tele', 'regardez', 'france', 'tv', 'documentaire', 'devoilant', 'toutes', 'coulisse', 'tractation', 'avant', 'juste', 'fabuleux', 'poutine', 'macron', 'unpresidentleuropeetlaguerre']
2899;2899;0;0.2704;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['cuisineroyale', 'macron', 'danger', 'public', 'complait', 'tension', 'provoque', 'tuer', 'pays', 'corrompu', 'tuer', 'europe', 'importe', 'quoi']
2900;2900;3;0.3203;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['qd', 'voit', 'fermete', 'macron', 'tient', 'tete', 'poutine', 'meme', 'avant', 'debut', 'hostilites', 'peux', 'empecher', 'demander', 'si', 'pen', 'melenchon', 'ete', 'aussi', 'ferme', 'face', 'respectivement', 'banquier', 'source', 'inspiration', 'unpresidentleuropeetlaguerre']
2901;2901;0;0.3561;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['souvenir', 'avoir', 'jamais', 'vu', 'tel', 'documentaire', 'dela', 'president', 'juste', 'fascinant', 'tel', 'acces', 'coulisse', 'pouvoir', 'diplomatie', 'temps', 'macron', 'poutine', 'unpresidentleuropeetlaguerre']
2902;2902;3;0.383;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['flash', 'enfant', 'an', 'demi', 'tue', 'apres', 'avoir', 'ete', 'percute', 'trottinette', 'fui', 'mere', 'nice', 'matin', 'ukrainerussiawar']
